"filename", "language", "C#", "XML", "JSON", "ASP.NET Razor", "CSS", "Properties", "JavaScript", "Markdown", "comment", "blank", "total"
"c:\Users\Ruix-Xuan Rao\Documents\OOAD\AnaysisModel\wwwroot\lib\bootstrap\dist\css\bootstrap.rtl.min.css", "CSS", 0, 0, 0, 0, 2, 0, 0, 0, 5, 0, 7
"c:\Users\Ruix-Xuan Rao\Documents\OOAD\AnaysisModel\wwwroot\lib\bootstrap\dist\js\bootstrap.bundle.js", "JavaScript", 0, 0, 0, 0, 0, 0, 4846, 0, 584, 1351, 6781
"c:\Users\Ruix-Xuan Rao\Documents\OOAD\AnaysisModel\wwwroot\lib\bootstrap\dist\js\bootstrap.bundle.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 7
"c:\Users\Ruix-Xuan Rao\Documents\OOAD\AnaysisModel\wwwroot\lib\bootstrap\dist\js\bootstrap.esm.js", "JavaScript", 0, 0, 0, 0, 0, 0, 3418, 0, 495, 1065, 4978
"c:\Users\Ruix-Xuan Rao\Documents\OOAD\AnaysisModel\wwwroot\lib\bootstrap\dist\js\bootstrap.esm.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 7
"c:\Users\Ruix-Xuan Rao\Documents\OOAD\AnaysisModel\wwwroot\lib\bootstrap\dist\js\bootstrap.js", "JavaScript", 0, 0, 0, 0, 0, 0, 3457, 0, 501, 1069, 5027
"c:\Users\Ruix-Xuan Rao\Documents\OOAD\AnaysisModel\wwwroot\lib\bootstrap\dist\js\bootstrap.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 7
"c:\Users\Ruix-Xuan Rao\Documents\OOAD\AnaysisModel\wwwroot\lib\jquery-validation-unobtrusive\jquery.validate.unobtrusive.js", "JavaScript", 0, 0, 0, 0, 0, 0, 306, 0, 76, 54, 436
"c:\Users\Ruix-Xuan Rao\Documents\OOAD\AnaysisModel\wwwroot\lib\jquery-validation-unobtrusive\jquery.validate.unobtrusive.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 7, 0, 8
"c:\Users\Ruix-Xuan Rao\Documents\OOAD\AnaysisModel\wwwroot\lib\jquery-validation\LICENSE.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 18, 0, 5, 23
"c:\Users\Ruix-Xuan Rao\Documents\OOAD\AnaysisModel\wwwroot\lib\jquery-validation\dist\additional-methods.js", "JavaScript", 0, 0, 0, 0, 0, 0, 867, 0, 443, 202, 1512
"c:\Users\Ruix-Xuan Rao\Documents\OOAD\AnaysisModel\wwwroot\lib\jquery-validation\dist\additional-methods.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 4
"c:\Users\Ruix-Xuan Rao\Documents\OOAD\AnaysisModel\wwwroot\lib\jquery-validation\dist\jquery.validate.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1228, 0, 189, 244, 1661
"c:\Users\Ruix-Xuan Rao\Documents\OOAD\AnaysisModel\wwwroot\lib\jquery-validation\dist\jquery.validate.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 4
"c:\Users\Ruix-Xuan Rao\Documents\OOAD\AnaysisModel\wwwroot\lib\jquery\dist\jquery.js", "JavaScript", 0, 0, 0, 0, 0, 0, 6895, 0, 1911, 2076, 10882
"c:\Users\Ruix-Xuan Rao\Documents\OOAD\AnaysisModel\wwwroot\lib\jquery\dist\jquery.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 3
"Total", "-", 876, 7463, 6035, 118, 35142, 133, 21024, 18, 4537, 14578, 89924
